case_id,employee,firm,created,first_submitted,d_submitted,e_submitted,d_responded,e_responded,material_at,customer_intervened_at,d_due,e_due,d_status,e_status,resolved,resolved_by,compensation,initial_choice,status,merit,reachable,dependence,d_finished,e_finished,d_institution_outcome,d_implementation_at,processing_time,observed_wait,dispute_age_observed,block,arm,seed
62:0,62,3,0,0.0,4.0,0.0,6.0,2.0,,2.0,,3.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.6706005266877504,True,0.4445458727821995,6.0,3.0,no_remedy,,,49.0,49.0,network_ws,immediate,4
63:0,63,3,0,0.0,0.0,4.0,3.0,6.0,3.0,6.0,,7.0,closed_unresolved,successful,7.0,e,1.0,d,resolved,0.7227569211592975,True,0.4445458727821995,3.0,7.0,no_remedy,,7.0,7.0,7.0,network_ws,immediate,4
64:0,64,4,0,0.0,0.0,4.0,3.0,6.0,3.0,6.0,,7.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7547877437554769,True,0.4,3.0,7.0,no_remedy,,,49.0,49.0,network_ws,immediate,4
72:0,72,1,0,0.0,10.0,0.0,12.0,2.0,12.0,2.0,,3.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.9242133682672582,True,0.5527661857581584,12.0,3.0,no_remedy,,,49.0,49.0,network_ws,immediate,4
78:0,78,3,0,0.0,0.0,,3.0,,3.0,,4.0,,successful,unused,4.0,d,1.0,d,resolved,0.33663396119908773,True,0.4445458727821995,4.0,,remedy_supported,4.0,4.0,4.0,4.0,network_ws,immediate,4
81:0,81,3,0,0.0,0.0,4.0,3.0,6.0,3.0,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7206096405169526,True,0.4445458727821995,3.0,6.0,no_remedy,,,49.0,49.0,network_ws,immediate,4
82:0,82,5,0,0.0,0.0,,3.0,,3.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6106879024542384,False,0.5090624016781037,3.0,,no_remedy,,,49.0,49.0,network_ws,immediate,4
94:0,94,2,0,0.0,,0.0,,2.0,,2.0,,3.0,unused,successful,3.0,e,1.0,e,resolved,0.403145166866564,True,0.5628147513199769,,3.0,,,3.0,3.0,3.0,network_ws,immediate,4
95:0,95,0,0,0.0,0.0,,3.0,,3.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6832208602486523,False,0.5308107884615616,3.0,,no_remedy,,,49.0,49.0,network_ws,immediate,4
97:0,97,4,0,0.0,10.0,0.0,12.0,2.0,12.0,,13.0,,successful,closed_unresolved,13.0,d,1.0,e,resolved,0.38746064415523257,True,0.4,13.0,2.0,remedy_supported,13.0,13.0,13.0,13.0,network_ws,immediate,4
105:0,105,2,0,0.0,0.0,,3.0,,3.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8796134269104539,False,0.5628147513199769,3.0,,no_remedy,,,49.0,49.0,network_ws,immediate,4
106:0,106,2,0,0.0,0.0,4.0,3.0,6.0,3.0,6.0,4.0,7.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3351159999113256,True,0.5628147513199769,4.0,7.0,remedy_supported,4.0,,49.0,49.0,network_ws,immediate,4
108:0,108,2,0,0.0,0.0,4.0,3.0,6.0,3.0,6.0,,7.0,closed_unresolved,successful,7.0,e,1.0,d,resolved,0.9809254189632624,True,0.5628147513199769,3.0,7.0,no_remedy,,7.0,7.0,7.0,network_ws,immediate,4
114:0,114,0,0,0.0,0.0,,3.0,,3.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6994900995358895,False,0.5308107884615616,3.0,,no_remedy,,,49.0,49.0,network_ws,immediate,4
116:0,116,2,0,0.0,0.0,4.0,3.0,6.0,3.0,6.0,,7.0,closed_unresolved,successful,7.0,e,1.0,d,resolved,0.9344058726128701,True,0.5628147513199769,3.0,7.0,no_remedy,,7.0,7.0,7.0,network_ws,immediate,4
117:0,117,5,0,0.0,0.0,,4.0,,,,5.0,,successful,unused,5.0,d,1.0,d,resolved,0.627903149130864,False,0.5090624016781037,5.0,,remedy_supported,5.0,5.0,5.0,5.0,network_ws,immediate,4
118:0,118,4,0,0.0,0.0,,4.0,,4.0,,5.0,,successful,unused,5.0,d,1.0,d,resolved,0.9243289528345369,False,0.4,5.0,,remedy_supported,5.0,5.0,5.0,5.0,network_ws,immediate,4
6:3,6,1,3,3.0,7.0,3.0,9.0,5.0,9.0,5.0,,6.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.5940827392484063,True,0.5527661857581584,9.0,6.0,no_remedy,,,46.0,46.0,network_ws,immediate,4
57:3,57,1,3,3.0,6.0,3.0,8.0,5.0,8.0,,9.0,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.7978488970255972,True,0.5527661857581584,9.0,5.0,remedy_supported,9.0,,46.0,46.0,network_ws,immediate,4
73:3,73,1,3,3.0,3.0,3.0,5.0,5.0,,5.0,,6.0,closed_unresolved,successful,6.0,e,1.0,d+e,resolved,0.5166052940520764,True,0.5527661857581584,5.0,6.0,no_remedy,,3.0,3.0,3.0,network_ws,immediate,4
19:5,19,3,5,10.0,10.0,,12.0,,12.0,,13.0,,successful,unused,13.0,d,1.0,d,resolved,0.30438650483590896,False,0.4445458727821995,13.0,,remedy_supported,13.0,3.0,3.0,8.0,network_ws,immediate,4
60:5,60,3,5,5.0,5.0,9.0,7.0,11.0,,11.0,,12.0,closed_unresolved,successful,12.0,e,1.0,d,resolved,0.4925419167245722,True,0.4445458727821995,7.0,12.0,no_remedy,,7.0,7.0,7.0,network_ws,immediate,4
86:5,86,5,5,5.0,5.0,,7.0,,7.0,,8.0,,successful,unused,8.0,d,1.0,d,resolved,0.9588177162638558,False,0.5090624016781037,8.0,,remedy_supported,8.0,3.0,3.0,3.0,network_ws,immediate,4
109:6,109,4,6,6.0,6.0,,8.0,,8.0,,9.0,,successful,unused,9.0,d,1.0,d,resolved,0.7384932326269837,True,0.4,9.0,,remedy_supported,9.0,3.0,3.0,3.0,network_ws,immediate,4
2:7,2,0,7,7.0,7.0,,9.0,,,,10.0,,successful,unused,10.0,d,1.0,d,resolved,0.6056247904338168,False,0.5308107884615616,10.0,,remedy_supported,10.0,3.0,3.0,3.0,network_ws,immediate,4
53:7,53,2,7,7.0,7.0,7.0,9.0,9.0,9.0,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.990033525424769,True,0.5628147513199769,9.0,9.0,no_remedy,,,42.0,42.0,network_ws,immediate,4
56:7,56,5,7,7.0,7.0,,9.0,,9.0,,10.0,,successful,unused,10.0,d,1.0,d,resolved,0.3501010386476067,False,0.5090624016781037,10.0,,remedy_supported,10.0,3.0,3.0,3.0,network_ws,immediate,4
31:8,31,4,8,8.0,8.0,,10.0,,10.0,,11.0,,successful,unused,11.0,d,1.0,d,resolved,0.36849095732406767,True,0.4,11.0,,remedy_supported,11.0,3.0,3.0,3.0,network_ws,immediate,4
58:8,58,2,8,8.0,8.0,8.0,10.0,10.0,,,11.0,,successful,closed_unresolved,11.0,d,1.0,d+e,resolved,0.6327482823918071,True,0.5628147513199769,11.0,10.0,remedy_supported,11.0,3.0,3.0,3.0,network_ws,immediate,4
71:8,71,2,8,8.0,11.0,8.0,13.0,10.0,,,14.0,,successful,closed_unresolved,14.0,d,1.0,e,resolved,0.2935977160001786,True,0.5628147513199769,14.0,10.0,remedy_supported,14.0,6.0,6.0,6.0,network_ws,immediate,4
87:8,87,5,8,8.0,8.0,,10.0,,10.0,,11.0,,successful,unused,11.0,d,1.0,d,resolved,0.5100494189537559,False,0.5090624016781037,11.0,,remedy_supported,11.0,3.0,3.0,3.0,network_ws,immediate,4
96:8,96,4,8,8.0,8.0,8.0,10.0,10.0,10.0,,11.0,,successful,closed_unresolved,11.0,d,1.0,d+e,resolved,0.37114118478180064,True,0.4,11.0,10.0,remedy_supported,11.0,3.0,3.0,3.0,network_ws,immediate,4
101:8,101,2,8,8.0,8.0,,10.0,,,,11.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9524259605729264,False,0.5628147513199769,11.0,,remedy_supported,11.0,,41.0,41.0,network_ws,immediate,4
8:9,8,5,9,9.0,9.0,,11.0,,11.0,,12.0,,successful,unused,12.0,d,1.0,d,resolved,0.9732898089472719,False,0.5090624016781037,12.0,,remedy_supported,12.0,3.0,3.0,3.0,network_ws,immediate,4
20:9,20,3,9,9.0,9.0,,11.0,,,,12.0,,successful,unused,12.0,d,1.0,d,resolved,0.4636409625134956,True,0.4445458727821995,12.0,,remedy_supported,12.0,3.0,3.0,3.0,network_ws,immediate,4
55:9,55,3,9,9.0,9.0,12.0,11.0,14.0,11.0,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3854958715372944,True,0.4445458727821995,11.0,14.0,no_remedy,,,40.0,40.0,network_ws,immediate,4
67:9,67,1,9,9.0,9.0,9.0,11.0,11.0,11.0,11.0,12.0,12.0,successful,closed_unresolved,12.0,d,1.0,d+e,resolved,0.5436475540452717,True,0.5527661857581584,12.0,12.0,remedy_supported,12.0,3.0,3.0,3.0,network_ws,immediate,4
14:10,14,5,10,10.0,10.0,,12.0,,,,13.0,,successful,unused,13.0,d,1.0,d,resolved,0.6476177642696321,False,0.5090624016781037,13.0,,remedy_supported,13.0,3.0,3.0,3.0,network_ws,immediate,4
28:10,28,0,10,10.0,10.0,,12.0,,12.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.7155706777329229,False,0.5308107884615616,12.0,,no_remedy,,,39.0,39.0,network_ws,immediate,4
102:11,102,4,11,11.0,11.0,14.0,13.0,16.0,13.0,16.0,,17.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7193948891941437,True,0.4,13.0,17.0,no_remedy,,,38.0,38.0,network_ws,immediate,4
0:12,0,5,12,12.0,12.0,,14.0,,14.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.916720758000724,False,0.5090624016781037,14.0,,no_remedy,,,37.0,37.0,network_ws,immediate,4
1:12,1,4,12,12.0,12.0,15.0,14.0,,,,15.0,,successful,cancelled_by_resolution,15.0,d,1.0,d,resolved,0.3491138407177182,True,0.4,15.0,15.0,remedy_supported,15.0,3.0,3.0,3.0,network_ws,immediate,4
2:12,2,0,12,12.0,12.0,,14.0,,,,15.0,,successful,unused,15.0,d,1.0,d,resolved,0.6056247904338168,False,0.5308107884615616,15.0,,remedy_supported,15.0,3.0,3.0,3.0,network_ws,immediate,4
7:12,7,2,12,12.0,12.0,,14.0,,14.0,,15.0,,successful,unused,15.0,d,1.0,d,resolved,0.2827222466254127,True,0.5628147513199769,15.0,,remedy_supported,15.0,3.0,3.0,3.0,network_ws,immediate,4
63:12,63,3,12,12.0,12.0,15.0,14.0,17.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7227569211592975,True,0.4445458727821995,14.0,17.0,no_remedy,,,37.0,37.0,network_ws,immediate,4
112:12,112,0,12,12.0,12.0,,14.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5841093990370403,False,0.5308107884615616,14.0,,no_remedy,,,37.0,37.0,network_ws,immediate,4
32:13,32,4,13,13.0,13.0,,15.0,,15.0,,16.0,,successful,unused,16.0,d,1.0,d,resolved,0.2178366133615411,True,0.4,16.0,,remedy_supported,16.0,3.0,3.0,3.0,network_ws,immediate,4
36:13,36,5,13,13.0,13.0,,15.0,,,,16.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.3556175573001625,False,0.5090624016781037,16.0,,remedy_supported,16.0,,36.0,36.0,network_ws,immediate,4
38:13,38,3,13,13.0,13.0,,15.0,,15.0,,16.0,,successful,unused,16.0,d,1.0,d,resolved,0.5165015667957458,True,0.4445458727821995,16.0,,remedy_supported,16.0,3.0,3.0,3.0,network_ws,immediate,4
115:15,115,2,15,15.0,15.0,18.0,17.0,20.0,17.0,20.0,,21.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.8409651235877302,True,0.5628147513199769,17.0,21.0,no_remedy,,,34.0,34.0,network_ws,immediate,4
39:16,39,1,16,16.0,16.0,,18.0,,,,19.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.7282669311003522,True,0.5527661857581584,19.0,,remedy_supported,19.0,,33.0,33.0,network_ws,immediate,4
48:16,48,0,16,16.0,16.0,,18.0,,18.0,,19.0,,successful,unused,19.0,d,1.0,d,resolved,0.24383182206327414,False,0.5308107884615616,19.0,,remedy_supported,19.0,3.0,3.0,3.0,network_ws,immediate,4
71:17,71,2,17,17.0,17.0,,19.0,,,,20.0,,successful,unused,20.0,d,1.0,d,resolved,0.2935977160001786,True,0.5628147513199769,20.0,,remedy_supported,20.0,3.0,3.0,3.0,network_ws,immediate,4
117:17,117,5,17,17.0,17.0,,19.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.627903149130864,False,0.5090624016781037,19.0,,no_remedy,,,32.0,32.0,network_ws,immediate,4
29:18,29,4,18,18.0,18.0,22.0,20.0,24.0,20.0,,21.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6448320066958682,True,0.4,21.0,24.0,remedy_supported,21.0,,31.0,31.0,network_ws,immediate,4
61:18,61,5,18,18.0,18.0,,20.0,,20.0,,21.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9709208843079864,False,0.5090624016781037,21.0,,remedy_supported,21.0,,31.0,31.0,network_ws,immediate,4
69:18,69,1,18,18.0,18.0,21.0,20.0,23.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4668899206837545,True,0.5527661857581584,20.0,23.0,no_remedy,,,31.0,31.0,network_ws,immediate,4
77:18,77,3,18,18.0,18.0,21.0,20.0,23.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.2955761034463901,True,0.4445458727821995,20.0,23.0,no_remedy,,,31.0,31.0,network_ws,immediate,4
12:19,12,5,19,19.0,19.0,,21.0,,,,22.0,,successful,unused,22.0,d,1.0,d,resolved,0.929384291856733,False,0.5090624016781037,22.0,,remedy_supported,22.0,3.0,3.0,3.0,network_ws,immediate,4
46:19,46,4,19,19.0,19.0,,21.0,,21.0,,22.0,,successful,unused,22.0,d,1.0,d,resolved,0.8847835680089446,True,0.4,22.0,,remedy_supported,22.0,3.0,3.0,3.0,network_ws,immediate,4
30:20,30,1,20,20.0,20.0,23.0,22.0,25.0,22.0,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7048489434782914,True,0.5527661857581584,22.0,25.0,no_remedy,,,29.0,29.0,network_ws,immediate,4
45:20,45,2,20,20.0,20.0,,22.0,,,,23.0,,successful,unused,23.0,d,1.0,d,resolved,0.4919837202507409,True,0.5628147513199769,23.0,,remedy_supported,23.0,3.0,3.0,3.0,network_ws,immediate,4
17:21,17,0,21,21.0,21.0,,23.0,,,,24.0,,successful,unused,24.0,d,1.0,d,resolved,0.8726532354994885,False,0.5308107884615616,24.0,,remedy_supported,24.0,3.0,3.0,3.0,network_ws,immediate,4
40:21,40,2,21,21.0,21.0,,23.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.701779860334709,False,0.5628147513199769,23.0,,no_remedy,,,28.0,28.0,network_ws,immediate,4
41:22,41,3,22,22.0,22.0,25.0,24.0,27.0,,27.0,,28.0,closed_unresolved,successful,28.0,e,1.0,d,resolved,0.5334133403695539,True,0.4445458727821995,24.0,28.0,no_remedy,,6.0,6.0,6.0,network_ws,immediate,4
44:22,44,5,22,22.0,22.0,,24.0,,,,25.0,,successful,unused,25.0,d,1.0,d,resolved,0.5437981834181502,False,0.5090624016781037,25.0,,remedy_supported,25.0,3.0,3.0,3.0,network_ws,immediate,4
25:23,25,3,23,23.0,23.0,,25.0,,25.0,,26.0,,successful,unused,26.0,d,1.0,d,resolved,0.7873252600862768,True,0.4445458727821995,26.0,,remedy_supported,26.0,3.0,3.0,3.0,network_ws,immediate,4
71:23,71,2,23,23.0,23.0,,25.0,,25.0,,26.0,,successful,unused,26.0,d,1.0,d,resolved,0.2935977160001786,True,0.5628147513199769,26.0,,remedy_supported,26.0,3.0,3.0,3.0,network_ws,immediate,4
76:23,76,1,23,23.0,23.0,,25.0,,25.0,,26.0,,successful,unused,26.0,d,1.0,d,resolved,0.22253637032691245,True,0.5527661857581584,26.0,,remedy_supported,26.0,3.0,3.0,3.0,network_ws,immediate,4
18:24,18,2,24,24.0,24.0,28.0,26.0,30.0,,,27.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.40023318957444803,True,0.5628147513199769,27.0,30.0,remedy_supported,27.0,,25.0,25.0,network_ws,immediate,4
46:24,46,4,24,24.0,24.0,,26.0,,26.0,,27.0,,successful,unused,27.0,d,1.0,d,resolved,0.8847835680089446,True,0.4,27.0,,remedy_supported,27.0,3.0,3.0,3.0,network_ws,immediate,4
65:24,65,5,24,24.0,24.0,,26.0,,,,27.0,,successful,unused,27.0,d,1.0,d,resolved,0.9305498464787618,False,0.5090624016781037,27.0,,remedy_supported,27.0,3.0,3.0,3.0,network_ws,immediate,4
68:24,68,4,24,24.0,24.0,27.0,26.0,29.0,,29.0,,30.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.41493019663638153,True,0.4,26.0,30.0,no_remedy,,,25.0,25.0,network_ws,immediate,4
7:25,7,2,25,25.0,25.0,,27.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.2827222466254127,True,0.5628147513199769,27.0,,no_remedy,,,24.0,24.0,network_ws,immediate,4
51:26,51,3,26,26.0,26.0,29.0,28.0,31.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5778250572752512,True,0.4445458727821995,28.0,31.0,no_remedy,,,23.0,23.0,network_ws,immediate,4
97:26,97,4,26,26.0,29.0,26.0,31.0,28.0,31.0,,32.0,,successful,closed_unresolved,32.0,d,1.0,e,resolved,0.38746064415523257,True,0.4,32.0,28.0,remedy_supported,32.0,6.0,6.0,6.0,network_ws,immediate,4
119:26,119,3,26,26.0,26.0,,28.0,,28.0,,29.0,,successful,unused,29.0,d,1.0,d,resolved,0.20237999309228025,True,0.4445458727821995,29.0,,remedy_supported,29.0,3.0,3.0,3.0,network_ws,immediate,4
5:27,5,5,27,27.0,27.0,,29.0,,29.0,,30.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4223086071857045,False,0.5090624016781037,30.0,,remedy_supported,30.0,,22.0,22.0,network_ws,immediate,4
24:27,24,3,27,27.0,27.0,,29.0,,,,30.0,,successful,unused,30.0,d,1.0,d,resolved,0.2909988178049572,True,0.4445458727821995,30.0,,remedy_supported,30.0,3.0,3.0,3.0,network_ws,immediate,4
67:27,67,1,27,27.0,27.0,,29.0,,,,30.0,,successful,unused,30.0,d,1.0,d,resolved,0.5436475540452717,True,0.5527661857581584,30.0,,remedy_supported,30.0,3.0,3.0,3.0,network_ws,immediate,4
76:27,76,1,27,27.0,27.0,,29.0,,,,30.0,,successful,unused,30.0,d,1.0,d,resolved,0.22253637032691245,True,0.5527661857581584,30.0,,remedy_supported,30.0,3.0,3.0,3.0,network_ws,immediate,4
10:28,10,0,28,28.0,28.0,,30.0,,30.0,,31.0,,successful,unused,31.0,d,1.0,d,resolved,0.41691110957277444,False,0.5308107884615616,31.0,,remedy_supported,31.0,3.0,3.0,3.0,network_ws,immediate,4
48:28,48,0,28,28.0,28.0,,30.0,,30.0,,31.0,,successful,unused,31.0,d,1.0,d,resolved,0.24383182206327414,False,0.5308107884615616,31.0,,remedy_supported,31.0,3.0,3.0,3.0,network_ws,immediate,4
98:28,98,3,28,28.0,28.0,,30.0,,,,31.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5807887421331756,True,0.4445458727821995,31.0,,remedy_supported,31.0,,21.0,21.0,network_ws,immediate,4
20:29,20,3,29,29.0,29.0,32.0,31.0,34.0,,34.0,,35.0,closed_unresolved,successful,35.0,e,1.0,d,resolved,0.4636409625134956,True,0.4445458727821995,31.0,35.0,no_remedy,,6.0,6.0,6.0,network_ws,immediate,4
1:30,1,4,30,30.0,30.0,33.0,32.0,,32.0,,33.0,,successful,cancelled_by_resolution,33.0,d,1.0,d,resolved,0.3491138407177182,True,0.4,33.0,33.0,remedy_supported,33.0,3.0,3.0,3.0,network_ws,immediate,4
11:30,11,2,30,30.0,30.0,,32.0,,32.0,,33.0,,successful,unused,33.0,d,1.0,d,resolved,0.8454053230622496,True,0.5628147513199769,33.0,,remedy_supported,33.0,3.0,3.0,3.0,network_ws,immediate,4
35:30,35,2,30,30.0,30.0,,32.0,,,,33.0,,successful,unused,33.0,d,1.0,d,resolved,0.8469289111738372,True,0.5628147513199769,33.0,,remedy_supported,33.0,3.0,3.0,3.0,network_ws,immediate,4
110:30,110,1,30,30.0,30.0,33.0,32.0,35.0,32.0,35.0,,36.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3476628420694823,True,0.5527661857581584,32.0,36.0,no_remedy,,,19.0,19.0,network_ws,immediate,4
113:30,113,0,30,30.0,30.0,,32.0,,32.0,,33.0,,successful,unused,33.0,d,1.0,d,resolved,0.7797640776070711,False,0.5308107884615616,33.0,,remedy_supported,33.0,3.0,3.0,3.0,network_ws,immediate,4
59:31,59,5,31,31.0,31.0,,33.0,,33.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4810550575783403,False,0.5090624016781037,33.0,,no_remedy,,,18.0,18.0,network_ws,immediate,4
70:31,70,1,31,31.0,31.0,34.0,33.0,36.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7551685081427286,True,0.5527661857581584,33.0,36.0,no_remedy,,,18.0,18.0,network_ws,immediate,4
83:31,83,0,31,31.0,31.0,,33.0,,33.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6270036968862853,False,0.5308107884615616,33.0,,no_remedy,,,18.0,18.0,network_ws,immediate,4
92:31,92,0,31,31.0,31.0,,33.0,,33.0,,34.0,,successful,unused,34.0,d,1.0,d,resolved,0.23441022357294125,False,0.5308107884615616,34.0,,remedy_supported,34.0,3.0,3.0,3.0,network_ws,immediate,4
15:32,15,4,32,32.0,32.0,,34.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4996553733299542,True,0.4,34.0,,no_remedy,,,17.0,17.0,network_ws,immediate,4
85:32,85,2,32,32.0,32.0,36.0,34.0,38.0,,,35.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6978157294640807,True,0.5628147513199769,35.0,38.0,remedy_supported,35.0,,17.0,17.0,network_ws,immediate,4
31:33,31,4,33,33.0,33.0,,35.0,,35.0,,36.0,,successful,unused,36.0,d,1.0,d,resolved,0.36849095732406767,True,0.4,36.0,,remedy_supported,36.0,3.0,3.0,3.0,network_ws,immediate,4
88:33,88,5,33,33.0,33.0,,35.0,,,,36.0,,successful,unused,36.0,d,1.0,d,resolved,0.5346001531341955,False,0.5090624016781037,36.0,,remedy_supported,36.0,3.0,3.0,3.0,network_ws,immediate,4
3:34,3,1,34,34.0,34.0,,36.0,,36.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.37247301575283864,False,0.5527661857581584,36.0,,no_remedy,,,15.0,15.0,network_ws,immediate,4
46:35,46,4,35,35.0,35.0,,37.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8847835680089446,True,0.4,37.0,,no_remedy,,,14.0,14.0,network_ws,immediate,4
104:35,104,1,35,35.0,35.0,,37.0,,,,38.0,,successful,unused,38.0,d,1.0,d,resolved,0.908525531970745,True,0.5527661857581584,38.0,,remedy_supported,38.0,3.0,3.0,3.0,network_ws,immediate,4
113:35,113,0,35,35.0,35.0,,37.0,,37.0,,38.0,,successful,unused,38.0,d,1.0,d,resolved,0.7797640776070711,False,0.5308107884615616,38.0,,remedy_supported,38.0,3.0,3.0,3.0,network_ws,immediate,4
116:35,116,2,35,35.0,35.0,,37.0,,37.0,,38.0,,successful,unused,38.0,d,1.0,d,resolved,0.9344058726128701,True,0.5628147513199769,38.0,,remedy_supported,38.0,3.0,3.0,3.0,network_ws,immediate,4
27:36,27,0,36,36.0,36.0,,38.0,,38.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4788336264791984,False,0.5308107884615616,38.0,,no_remedy,,,13.0,13.0,network_ws,immediate,4
43:36,43,5,36,36.0,36.0,,38.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.23893296154426144,False,0.5090624016781037,38.0,,no_remedy,,,13.0,13.0,network_ws,immediate,4
86:36,86,5,36,36.0,36.0,,38.0,,38.0,,39.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9588177162638558,False,0.5090624016781037,39.0,,remedy_supported,39.0,,13.0,13.0,network_ws,immediate,4
25:37,25,3,37,37.0,37.0,,39.0,,,,40.0,,successful,unused,40.0,d,1.0,d,resolved,0.7873252600862768,True,0.4445458727821995,40.0,,remedy_supported,40.0,3.0,3.0,3.0,network_ws,immediate,4
20:39,20,3,39,39.0,39.0,42.0,41.0,44.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4636409625134956,True,0.4445458727821995,41.0,44.0,no_remedy,,,10.0,10.0,network_ws,immediate,4
60:39,60,3,39,39.0,39.0,,41.0,,,,42.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4925419167245722,True,0.4445458727821995,42.0,,remedy_supported,42.0,,10.0,10.0,network_ws,immediate,4
108:39,108,2,39,39.0,39.0,,41.0,,41.0,,42.0,,successful,unused,42.0,d,1.0,d,resolved,0.9809254189632624,True,0.5628147513199769,42.0,,remedy_supported,42.0,3.0,3.0,3.0,network_ws,immediate,4
41:40,41,3,40,40.0,40.0,,42.0,,42.0,,43.0,,successful,unused,43.0,d,1.0,d,resolved,0.5334133403695539,True,0.4445458727821995,43.0,,remedy_supported,43.0,3.0,3.0,3.0,network_ws,immediate,4
48:40,48,0,40,40.0,40.0,,42.0,,42.0,,43.0,,successful,unused,43.0,d,1.0,d,resolved,0.24383182206327414,False,0.5308107884615616,43.0,,remedy_supported,43.0,3.0,3.0,3.0,network_ws,immediate,4
100:40,100,2,40,40.0,40.0,,42.0,,,,43.0,,successful,unused,43.0,d,1.0,d,resolved,0.8598903434568721,True,0.5628147513199769,43.0,,remedy_supported,43.0,3.0,3.0,3.0,network_ws,immediate,4
13:42,13,4,42,42.0,42.0,,44.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5941710487584471,True,0.4,44.0,,no_remedy,,,7.0,7.0,network_ws,immediate,4
88:42,88,5,42,42.0,42.0,,44.0,,44.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5346001531341955,False,0.5090624016781037,44.0,,no_remedy,,,7.0,7.0,network_ws,immediate,4
2:43,2,0,43,43.0,43.0,,45.0,,45.0,,46.0,,successful,unused,46.0,d,1.0,d,resolved,0.6056247904338168,False,0.5308107884615616,46.0,,remedy_supported,46.0,3.0,3.0,3.0,network_ws,immediate,4
11:43,11,2,43,43.0,43.0,47.0,45.0,49.0,,49.0,46.0,50.0,closed_unresolved,forwarded,,,0.0,d,pending,0.8454053230622496,True,0.5628147513199769,46.0,,remedy_supported,46.0,,6.0,6.0,network_ws,immediate,4
92:43,92,0,43,43.0,43.0,,45.0,,,,46.0,,successful,unused,46.0,d,1.0,d,resolved,0.23441022357294125,False,0.5308107884615616,46.0,,remedy_supported,46.0,3.0,3.0,3.0,network_ws,immediate,4
